vid_id,segment1,segment2,segment3,segment4,segment5
Li8W,food:0.467,cooking:0.244,car:0.126,concert:0.108,dish:0.056
N48W,house:0.610,room:0.294,apartment:0.033,kitchen:0.032,bedroom:0.031
HjwT,car:0.401,racing:0.215,motorsport:0.202,bus:0.100,concert:0.082
DZwT,personal-computer:0.397,car:0.347,disc-jockey:0.146,association-football:0.061,mobile-phone:0.049
tmwT,food:0.358,concert:0.336,harmonica:0.115,cooking:0.098,car:0.093
2hwT,racing:0.323,motorsport:0.304,sports-car:0.192,drifting:0.122,car:0.059
XmwT,boat:0.305,pet:0.209,kayak:0.195,outdoor-recreation:0.153,fishing:0.137
UnwT,pet:0.833,concert:0.079,dance:0.039,car:0.029,cat:0.021
9ZwT,engine:0.468,car:0.400,motorcycle:0.104,concert:0.018,camera:0.009
tWwT,concert:0.879,drum-kit:0.042,car:0.038,dance:0.023,drum:0.017
6xwT,boat:0.370,concert:0.230,fishing:0.164,surfing:0.136,pet:0.099
wvwT,cycling:0.290,bicycle:0.269,skateboarding:0.186,outdoor-recreation:0.184,fishing:0.071
dSwT,food:0.304,cooking:0.268,dish:0.265,vegetable:0.118,:0.045
TDnF,hairstyle:0.332,eye-shadow:0.285,mascara:0.217,eye-liner:0.104,lipstick:0.062
lWnF,food:0.617,cooking:0.170,car:0.097,concert:0.079,dish:0.037
YRnF,car:0.437,motorsport:0.282,racing:0.161,sports-car:0.068,drifting:0.053
aSnF,weight-training:0.634,barbell:0.139,squat:0.098,concert:0.072,boxing:0.058
FWnF,firefighter:0.291,car:0.216,motorsport:0.195,truck:0.159,fire-engine:0.138
fInF,cycling:0.351,bicycle:0.347,concert:0.155,car:0.104,road-bicycle:0.043
y8nF,car:0.389,bag:0.234,pet:0.165,concert:0.117,fishing:0.095
GZnF,eye-shadow:0.316,mascara:0.285,lipstick:0.183,rouge:0.119,eye-liner:0.097
trnF,concert:0.580,car:0.129,association-football:0.113,sasuke-uchiha:0.095,basketball:0.082
D6nF,house:0.237,room:0.221,wedding:0.216,concert:0.180,bride:0.146
TInF,disc-jockey:0.488,concert:0.285,dance:0.165,car:0.038,festival:0.024
sLVq,dance:0.644,skateboarding:0.152,car:0.093,pet:0.060,food:0.051
zIVq,dance:0.552,concert:0.175,food:0.150,wedding:0.086,festival:0.037
9KVq,car:0.298,house:0.269,food:0.148,pet:0.145,concert:0.140
i9Vq,dance:0.583,concert:0.208,choir:0.117,car:0.059,food:0.034
7ZVq,food:0.336,cooking:0.260,dish:0.247,:0.105,vegetable:0.052
oOVq,dish:0.224,cooking:0.217,food:0.201,:0.187,vegetable:0.172
OlVq,aquarium:0.343,fish:0.284,pet:0.244,association-football:0.096,food:0.033
DrVq,cello:0.684,concert:0.118,orchestra:0.114,string-quartet:0.056,piano:0.029
cQVq,car:0.336,dance:0.226,concert:0.161,mobile-phone:0.160,food:0.117
k1Vq,concert:0.420,hairstyle:0.289,pet:0.192,afro-textured-hair:0.057,fishing:0.043
mDVq,car:0.267,outdoor-recreation:0.226,boat:0.205,concert:0.153,motorsport:0.148
qDVq,outdoor-recreation:0.456,kayak:0.156,boat:0.151,surfing:0.122,fishing:0.115
ZpVq,car:0.351,concert:0.319,skateboarding:0.134,motorsport:0.099,ship:0.098
B4Vq,airplane:0.444,jet-aircraft:0.198,concert:0.193,dance:0.084,ship:0.081
dKVq,pet:0.422,concert:0.286,dance:0.143,association-football:0.087,racing:0.062
AUra,tractor:0.526,car:0.184,farm:0.161,plough:0.080,food:0.049
PXra,concert:0.341,mobile-phone:0.229,smartphone:0.178,food:0.163,racing:0.089
T7ra,lego:0.292,concert:0.290,car:0.200,motorcycle:0.146,motorsport:0.071
Asra,pet:0.700,concert:0.113,association-football:0.091,car:0.049,dance:0.047
6Zra,food:0.336,cooking:0.318,dish:0.268,:0.058,vegetable:0.019
4Tra,train:0.439,airplane:0.176,car:0.164,concert:0.156,motorsport:0.066
3Hra,tractor:0.448,food:0.282,car:0.120,farm:0.096,concert:0.054
Uvra,cycling:0.334,bicycle:0.330,road-bicycle:0.143,mountain-bike:0.099,concert:0.095
iSra,concert:0.568,dance:0.226,car:0.098,sonic-the-hedgehog:0.063,food:0.045
4Ara,eye-shadow:0.284,mascara:0.270,eye-liner:0.233,rouge:0.113,lipstick:0.101
Gora,eye-shadow:0.292,mascara:0.271,eye-liner:0.235,lipstick:0.109,rouge:0.093
2ura,food:0.336,cooking:0.308,dish:0.275,vegetable:0.060,:0.021
Ggra,car:0.497,concert:0.247,disc-jockey:0.122,food:0.097,dance:0.037
KGra,association-football:0.316,mobile-phone:0.240,personal-computer:0.162,disc-jockey:0.143,smartphone:0.139
kpra,four-wheel-drive:0.342,car:0.242,motorsport:0.187,sport-utility-vehicle:0.124,truck:0.105
R7ra,food:0.507,concert:0.194,skateboarding:0.124,cooking:0.100,association-football:0.075
E6ra,fishing:0.391,boat:0.186,recreational-fishing:0.180,car:0.162,beach:0.081
5Sra,pet:0.338,fish:0.267,aquarium:0.232,underwater-diving:0.087,concert:0.076
bh1X,car:0.382,model-aircraft:0.188,concert:0.180,airplane:0.163,motorsport:0.087
4A1X,personal-computer:0.428,mobile-phone:0.220,smartphone:0.165,car:0.094,concert:0.093
Am1X,car:0.705,food:0.105,association-football:0.075,concert:0.072,sports-car:0.043
1v1X,outdoor-recreation:0.251,motorsport:0.221,concert:0.195,parachuting:0.175,motorcycle:0.159
Hh1X,personal-computer:0.387,laptop:0.326,computer:0.165,concert:0.077,tablet-computer:0.044
fw1X,food:0.338,concert:0.261,dance:0.240,association-football:0.082,cooking:0.079
jC1X,concert:0.406,sasuke-uchiha:0.352,dance:0.084,car:0.080,association-football:0.078
2S1X,motorsport:0.324,racing:0.262,car:0.260,sports-car:0.087,motorcycle:0.068
8Y1X,car:0.262,wedding:0.226,motorsport:0.200,food:0.193,racing:0.119
1Z1X,hunting:0.442,food:0.194,outdoor-recreation:0.186,concert:0.093,tree:0.085
cS1X,sports-car:0.432,car:0.409,motorsport:0.059,racing:0.059,coupé:0.041
vA1X,concert:0.301,mobile-phone:0.229,smartphone:0.193,car:0.169,food:0.108
vj1X,dance:0.333,association-football:0.253,wedding:0.157,concert:0.130,car:0.127
be1X,food:0.359,cooking:0.295,dish:0.243,vegetable:0.054,dessert:0.050
BU1X,diatonic-button-accordion:0.873,concert:0.073,piano:0.025,orchestra:0.015,organ:0.014
hKY1,car:0.582,food:0.147,fishing:0.116,fish:0.101,recreational-fishing:0.054
baY1,cycling:0.325,bicycle:0.317,mountain-bike:0.182,mountain-biking:0.111,outdoor-recreation:0.065
kHY1,piano:0.538,concert:0.150,orchestra:0.124,food:0.119,pet:0.068
hnY1,racing:0.430,sports-car:0.254,motorsport:0.213,rallying:0.075,drifting:0.028
NVY1,four-wheel-drive:0.280,sport-utility-vehicle:0.239,car:0.211,truck:0.166,jeep:0.104
wOY1,car:0.403,tractor:0.280,food:0.238,association-football:0.043,concert:0.036
rOt2,piano:0.825,car:0.092,organ:0.036,food:0.028,pet:0.020
Lqt2,boat:0.355,house:0.252,swimming-pool:0.192,beach:0.101,car:0.099
Ykt2,concert:0.493,goku:0.307,sasuke-uchiha:0.097,car:0.053,food:0.050
Ret2,eye-shadow:0.353,mascara:0.226,food:0.200,eye-liner:0.135,concert:0.086
kkt2,basketball:0.542,slam-dunk:0.424,concert:0.022,hockey:0.006,association-football:0.006
oRt2,fishing:0.345,outdoor-recreation:0.229,pet:0.213,boat:0.122,truck:0.091
6st2,car:0.431,concert:0.339,orchestra:0.086,pet:0.085,choir:0.060
5Jt2,food:0.347,cooking:0.256,dessert:0.202,dish:0.139,cake:0.056
pRt2,food:0.382,cooking:0.328,dish:0.201,pet:0.048,vegetable:0.041
bVt2,guitar-amplifier:0.544,acoustic-guitar:0.224,drum-kit:0.110,drum:0.083,tennis:0.040
cJt2,eye-shadow:0.288,mascara:0.228,lipstick:0.185,hairstyle:0.165,rouge:0.133
6St2,skiing:0.419,snowboarding:0.280,ski:0.217,snowboard:0.051,outdoor-recreation:0.033
rLY0,concert:0.831,association-football:0.054,ryu:0.048,food:0.034,drum-kit:0.033
SXY0,food:0.257,dish:0.242,cooking:0.239,vegetable:0.146,:0.116
KVY0,cycling:0.295,bicycle:0.290,mountain-bike:0.210,mountain-biking:0.163,pet:0.042
IqY0,food:0.253,dish:0.237,cooking:0.233,:0.150,vegetable:0.127
JHY0,pet:0.502,cat:0.427,concert:0.027,car:0.024,food:0.021
6WY0,car:0.370,association-football:0.210,concert:0.163,manicure:0.132,food:0.126
GJY0,personal-computer:0.444,tablet-computer:0.407,mobile-phone:0.066,smartphone:0.047,ipad:0.037
dIY0,skateboarding:0.443,skatepark:0.276,kickflip:0.254,motorsport:0.017,racing:0.011
7gY0,manicure:0.582,concert:0.170,knitting:0.129,drawing:0.069,fishing:0.050
ztY0,racing:0.587,motorsport:0.145,bus:0.108,train:0.094,boat:0.067
6LY0,mobile-phone:0.503,smartphone:0.411,samsung-galaxy:0.052,concert:0.021,dance:0.013
xyY0,mobile-phone:0.324,smartphone:0.267,concert:0.230,iphone:0.129,drawing:0.049
KZY0,food:0.299,cooking:0.256,dish:0.203,dessert:0.187,cake:0.056
prY0,boxing:0.721,kickboxing:0.133,car:0.081,gymnastics:0.049,dance:0.016
mzY0,eye-shadow:0.264,mascara:0.245,lipstick:0.177,eye-liner:0.169,rouge:0.144
kDY0,concert:0.341,personal-computer:0.266,car:0.196,dance:0.099,engine:0.098
qpY0,concert:0.647,drawing:0.113,food:0.104,hairstyle:0.090,motorsport:0.046
bwY0,dance:0.323,association-football:0.229,car:0.168,festival:0.161,concert:0.119
PDY0,surfing:0.699,bodyboarding:0.127,motorsport:0.085,boat:0.066,concert:0.024
Git3,pet:0.676,concert:0.115,parrot:0.109,car:0.063,food:0.036
USt3,firefighter:0.348,truck:0.271,fire-engine:0.209,emergency-vehicle:0.102,association-football:0.070
HMt3,piano:0.291,concert:0.239,dance:0.181,pet:0.180,car:0.109
Ket3,concert:0.372,car:0.195,festival:0.193,dance:0.138,balloon:0.102
mut3,food:0.435,cooking:0.249,dish:0.141,dessert:0.118,concert:0.056
TWt3,boxing:0.648,dance:0.167,kickboxing:0.070,concert:0.064,association-football:0.050
K9t3,racing:0.609,motorsport:0.147,pet:0.115,concert:0.066,horse-racing:0.063
3kt3,association-football:0.519,racing:0.181,marching-band:0.132,dance:0.110,motorcycling:0.058
iqt3,house:0.575,room:0.254,concert:0.075,living-room:0.049,gardening:0.048
chrb,sports-car:0.375,racing:0.216,car:0.184,motorsport:0.183,drifting:0.042
rCrb,personal-computer:0.266,concert:0.241,laptop:0.212,pet:0.143,association-football:0.138
rsrb,piano:0.787,organ:0.166,pipe-organ:0.026,drum-kit:0.011,food:0.009
Evrb,wedding:0.401,bride:0.339,dance:0.234,dress:0.019,concert:0.007
Odrb,pet:0.542,car:0.170,basketball:0.123,association-football:0.090,racing:0.075
wvrb,hockey:0.580,hockey-puck:0.366,concert:0.027,basketball:0.016,food:0.010
zNrb,car:0.560,sports-car:0.236,motorsport:0.114,racing:0.050,driving:0.039
a0rb,pet:0.784,cat:0.112,concert:0.073,association-football:0.015,house:0.015
wkrb,food:0.282,house:0.233,concert:0.191,car:0.191,cycling:0.103
7O1W,car:0.486,motorsport:0.202,sports-car:0.161,racing:0.112,engine:0.040
3D1W,lipstick:0.300,mascara:0.231,hairstyle:0.206,rouge:0.135,eye-shadow:0.128
km1W,motorcycle:0.406,motorcycling:0.353,motorsport:0.107,car:0.073,racing:0.061
Ra1W,mobile-phone:0.359,smartphone:0.280,iphone:0.130,concert:0.119,computer-keyboard:0.113
7x1W,hockey:0.605,hockey-puck:0.282,concert:0.084,basketball:0.015,food:0.014
W21W,piano:0.804,concert:0.085,association-football:0.044,dance:0.034,car:0.033
tj1W,motorsport:0.300,racing:0.197,motorcycling:0.196,motorcycle:0.163,motocross:0.145
VC1W,choir:0.801,car:0.063,wedding:0.057,christmas:0.053,dance:0.027
CH1W,car:0.279,motorsport:0.276,racing:0.197,sports-car:0.143,four-wheel-drive:0.105
tu1W,car:0.695,sport-utility-vehicle:0.097,hatchback:0.085,sedan:0.066,weight-training:0.057
3Z1W,car:0.656,sports-car:0.212,sedan:0.058,concert:0.042,coupé:0.033
rp1W,concert:0.387,weight-training:0.359,dance:0.155,car:0.065,shoe:0.034
JT1W,concert:0.505,food:0.251,dance:0.155,car:0.053,cooking:0.035
hG1W,food:0.330,cooking:0.317,dish:0.207,dessert:0.100,drink:0.046
S01W,concert:0.608,association-football:0.129,drum:0.110,drum-kit:0.078,motorsport:0.075
j51W,pet:0.470,concert:0.234,association-football:0.148,food:0.083,car:0.065
MBkG,piano:0.466,flute:0.259,association-football:0.210,motorcycle:0.036,saxophone:0.029
zkkG,hairstyle:0.375,eye-shadow:0.241,mascara:0.180,lipstick:0.121,food:0.083
bkkG,car:0.333,concert:0.252,boat:0.172,pet:0.127,skateboarding:0.117
B4kG,car:0.644,sports-car:0.166,concert:0.091,dance:0.064,motorsport:0.035
9hkG,dance:0.749,festival:0.093,wedding:0.079,concert:0.050,bride:0.030
czkG,dance:0.308,food:0.251,concert:0.188,motorsport:0.129,mobile-phone:0.124
rhkG,hairstyle:0.678,concert:0.202,racing:0.044,car:0.042,airplane:0.034
OCkG,mobile-phone:0.334,smartphone:0.333,samsung-galaxy:0.248,iphone:0.075,concert:0.010
78kG,car:0.474,food:0.309,cooking:0.100,dish:0.062,concert:0.055
eFkG,motorcycle:0.516,car:0.228,motorcycling:0.096,engine:0.090,scooter:0.070
QWkG,motorcycle:0.463,motorcycling:0.268,car:0.181,motorsport:0.048,racing:0.039
TJkG,car:0.286,driving:0.236,motorsport:0.222,racing:0.132,sports-car:0.124
UvkG,food:0.260,cooking:0.251,dish:0.241,:0.150,vegetable:0.098
xEkG,motorcycle:0.569,motorcycling:0.320,car:0.052,motorsport:0.040,racing:0.018
xVkG,piano:0.396,fishing:0.173,concert:0.156,book:0.150,recreational-fishing:0.125
lkkG,food:0.398,concert:0.248,dance:0.133,cooking:0.121,dish:0.100
AekG,pet:0.660,cat:0.175,car:0.117,food:0.038,concert:0.010
J6kG,food:0.614,drink:0.194,concert:0.090,cooking:0.057,dish:0.045
EjkG,motorcycle:0.483,motorcycling:0.276,scooter:0.120,car:0.084,motorsport:0.037
PnkG,pet:0.415,food:0.226,concert:0.148,car:0.139,dance:0.073
hXO1,concert:0.587,drawing:0.172,christmas:0.134,fruit:0.066,food:0.041
4DO1,house:0.489,room:0.366,bedroom:0.067,living-room:0.058,hotel:0.020
sfO1,food:0.293,cooking:0.268,dish:0.242,:0.122,dessert:0.075
I4O1,motorcycle:0.500,motorcycling:0.376,scooter:0.070,car:0.031,exhaust-system:0.024
IfO1,concert:0.498,association-football:0.266,car:0.135,food:0.059,motorsport:0.042
k8O1,concert:0.376,train:0.209,racing:0.151,mobile-phone:0.140,pet:0.124
MUO1,tree:0.394,dance:0.229,concert:0.177,car:0.115,food:0.085
aBO1,car:0.762,tractor:0.089,truck:0.078,food:0.050,fishing:0.020
hwO1,racing:0.236,motorcycle:0.221,pet:0.213,dance:0.191,fishing:0.139
d9O1,engine:0.462,car:0.403,motorcycle:0.106,concert:0.019,association-football:0.010
NIO1,car:0.495,sedan:0.217,sport-utility-vehicle:0.128,hatchback:0.119,sports-car:0.041
sXSB,concert:0.354,dance:0.188,food:0.170,car:0.163,motorsport:0.125
HuSB,surfing:0.690,boat:0.165,bodyboarding:0.097,motorsport:0.027,beach:0.020
GBSB,car:0.664,motorsport:0.130,sports-car:0.087,racing:0.062,four-wheel-drive:0.058
g3SB,concert:0.622,hairstyle:0.167,pet:0.078,mobile-phone:0.070,food:0.062
1aSB,dance:0.446,concert:0.218,skateboarding:0.193,disc-jockey:0.081,cycling:0.062
BLSB,car:0.302,pet:0.245,concert:0.179,fishing:0.171,food:0.102
tISB,cooking:0.268,food:0.263,dish:0.259,:0.125,vegetable:0.085
chSB,pet:0.357,dance:0.259,car:0.170,food:0.140,concert:0.073
vtSB,boat:0.705,motorsport:0.117,ship:0.068,surfing:0.060,fishing:0.050
hvha,underwater-diving:0.259,concert:0.216,fish:0.192,pet:0.173,scuba-diving:0.161
OOha,food:0.572,concert:0.212,drink:0.102,pet:0.068,car:0.046
Lvha,mobile-phone:0.379,smartphone:0.373,playing-card:0.115,concert:0.113,association-football:0.021
leha,room:0.270,concert:0.204,house:0.196,food:0.178,pet:0.153
Inha,car:0.594,truck:0.126,pickup-truck:0.103,sport-utility-vehicle:0.100,four-wheel-drive:0.077
oMha,wedding:0.492,bride:0.256,food:0.097,acoustic-guitar:0.097,dance:0.058
7Bha,hairstyle:0.310,concert:0.286,food:0.265,car:0.080,pet:0.059
dsha,association-football:0.887,concert:0.037,basketball:0.029,racing:0.029,slam-dunk:0.018
n1SA,car:0.462,truck:0.223,sport-utility-vehicle:0.123,four-wheel-drive:0.114,tractor:0.078
MySA,concert:0.459,disc-jockey:0.173,dance:0.154,cycling:0.114,car:0.101
Z1SA,mobile-phone:0.287,smartphone:0.245,food:0.228,concert:0.186,book:0.054
crSA,car:0.422,concert:0.238,food:0.167,engine:0.103,association-football:0.070
t0SA,fireworks:0.648,concert:0.157,skateboarding:0.135,kickflip:0.030,dance:0.029
mySA,car:0.346,engine:0.225,association-football:0.196,mobile-phone:0.131,food:0.102
afSA,concert:0.638,pet:0.121,car:0.107,dance:0.075,association-football:0.058
1WSA,car:0.657,driving:0.214,sedan:0.064,sport-utility-vehicle:0.037,food:0.028
wlSA,dance:0.406,concert:0.218,choir:0.160,racing:0.129,car:0.088
lJSA,beach:0.439,surfing:0.427,fishing:0.050,bodyboarding:0.049,boat:0.036
fvSA,eye-shadow:0.282,hairstyle:0.199,mascara:0.197,concert:0.186,lipstick:0.135
kiSA,food:0.349,cooking:0.289,dish:0.253,dessert:0.074,:0.036
glhb,house:0.367,room:0.275,food:0.191,concert:0.097,cooking:0.069
aQhb,motorsport:0.354,snowmobile:0.173,skiing:0.168,racing:0.158,snowboarding:0.148
zQhb,concert:0.507,car:0.163,association-football:0.150,sewing:0.094,food:0.085
Dihb,camera:0.263,fishing:0.251,digital-camera:0.190,boat:0.154,recreational-fishing:0.142
fQhb,train:0.296,railroad-car:0.295,train-station:0.191,locomotive:0.189,electric-locomotive:0.029
6Qhb,hockey:0.601,hockey-puck:0.266,basketball:0.073,concert:0.039,racing:0.021
1Jhb,concert:0.688,drum-kit:0.198,drum:0.082,car:0.018,association-football:0.015
8Nhb,motorcycle:0.540,motorcycling:0.231,motorsport:0.092,racing:0.076,car:0.062
pShb,food:0.444,cooking:0.346,dish:0.155,dessert:0.039,pet:0.016
AQkH,car:0.633,sports-car:0.226,motorsport:0.074,racing:0.038,sedan:0.029
B1kH,mobile-phone:0.376,smartphone:0.324,personal-computer:0.136,tablet-computer:0.093,iphone:0.071
yWkH,car:0.492,sports-car:0.316,coupé:0.100,sedan:0.056,bmw:0.037
vokH,airplane:0.384,landing:0.283,airport:0.168,jet-aircraft:0.136,concert:0.029
mMkH,food:0.554,cooking:0.197,concert:0.101,dish:0.087,car:0.061
9GkH,smartphone:0.227,mobile-phone:0.208,lego:0.203,car:0.191,pet:0.170
tFkH,concert:0.411,food:0.399,cooking:0.100,car:0.048,dessert:0.041
F3kH,pet:0.277,concert:0.236,boat:0.220,fishing:0.156,fish:0.112
6fkH,pet:0.556,food:0.163,concert:0.153,cooking:0.080,dish:0.048
PukH,personal-computer:0.548,engine:0.125,concert:0.124,car:0.120,mobile-phone:0.084
cZkH,boxing:0.529,concert:0.190,car:0.117,dance:0.116,food:0.049
pvkH,car:0.312,food:0.264,concert:0.225,pet:0.112,fishing:0.087
TUkH,pet:0.332,concert:0.298,car:0.195,skiing:0.099,food:0.076
LlkH,truck:0.649,car:0.242,concert:0.046,food:0.044,bus:0.019
JckH,racing:0.328,motorsport:0.237,rallying:0.233,sports-car:0.164,drifting:0.038
BCkH,food:0.356,cooking:0.320,dish:0.199,dessert:0.094,cake:0.031
CFO0,book:0.550,food:0.232,mobile-phone:0.107,car:0.057,dance:0.054
EAO0,car:0.508,tractor:0.141,outdoor-recreation:0.133,concert:0.115,dance:0.103
g9O0,concert:0.331,food:0.312,camera:0.127,car:0.126,boat:0.105
4CO0,disc-jockey:0.397,concert:0.222,car:0.166,dance:0.107,hairstyle:0.107
epO0,food:0.479,cooking:0.415,dish:0.071,car:0.022,meat:0.013
LqO0,food:0.537,concert:0.196,cooking:0.104,dance:0.090,pet:0.072
T4O0,cycling:0.226,bicycle:0.212,mountain-bike:0.203,mountain-biking:0.189,motorcycle:0.169
h5O0,car:0.549,sedan:0.228,hatchback:0.120,sport-utility-vehicle:0.057,volkswagen:0.047
tDO0,concert:0.589,wedding:0.121,hairstyle:0.115,association-football:0.088,dance:0.088
IEO0,concert:0.596,food:0.171,dance:0.088,mobile-phone:0.082,smartphone:0.063
LAO0,train:0.355,railroad-car:0.309,beach:0.165,locomotive:0.109,surfing:0.062
qDO0,cinema-4d:0.410,association-football:0.273,drawing:0.172,concert:0.102,car:0.042
K7O0,amusement-park:0.508,roller-coaster:0.161,concert:0.121,car:0.106,food:0.104
yuJF,car:0.439,food:0.319,engine:0.116,piano:0.068,cooking:0.058
ZBJF,car:0.443,sports-car:0.319,sedan:0.110,coupé:0.092,truck:0.036
vrJF,car:0.612,sport-utility-vehicle:0.177,hatchback:0.109,truck:0.056,four-wheel-drive:0.047
lgJF,cycling:0.348,bicycle:0.336,concert:0.134,racing:0.129,motorcycle:0.053
KIJF,outdoor-recreation:0.583,food:0.133,car:0.118,motorsport:0.099,mountain-bike:0.067
5cJF,car:0.323,truck:0.195,four-wheel-drive:0.180,pickup-truck:0.171,sport-utility-vehicle:0.131
jPJF,cello:0.574,acoustic-guitar:0.190,food:0.138,cooking:0.057,car:0.041
bwJF,motorcycle:0.544,motorcycling:0.255,motorsport:0.087,racing:0.073,scooter:0.040
KiJF,tractor:0.458,food:0.259,car:0.189,farm:0.055,concert:0.038
jTJF,car:0.393,engine:0.316,mobile-phone:0.115,smartphone:0.090,food:0.086
M6JF,concert:0.811,dance:0.083,fireworks:0.040,car:0.038,disc-jockey:0.028
0hJF,dance:0.509,orchestra:0.195,cello:0.154,basketball:0.120,food:0.022
xdJF,concert:0.629,car:0.156,dance:0.087,food:0.078,hockey:0.051
LNcK,tractor:0.514,car:0.350,motorsport:0.062,truck:0.051,four-wheel-drive:0.024
j2cK,food:0.633,association-football:0.118,drink:0.097,cooking:0.079,dish:0.074
f9cK,car:0.413,concert:0.263,choir:0.175,piano:0.091,orchestra:0.057
CXcK,car:0.814,driving:0.085,motorsport:0.049,concert:0.028,truck:0.023
3rcK,hairstyle:0.732,concert:0.120,eye-shadow:0.061,braid:0.046,food:0.041
iDcK,association-football:0.674,marching-band:0.143,basketball:0.096,slam-dunk:0.062,festival:0.024
bhcK,pet:0.335,food:0.224,concert:0.220,car:0.177,fish:0.043
iucK,food:0.467,pet:0.188,vegetable:0.140,dance:0.111,concert:0.094
yjcK,car:0.342,house:0.322,concert:0.138,dance:0.107,association-football:0.091
AqcK,motorcycle:0.311,model-aircraft:0.233,motocross:0.190,motorsport:0.170,concert:0.096
qCcK,food:0.403,camera:0.194,mobile-phone:0.188,smartphone:0.119,digital-camera:0.097
fIcK,dance:0.435,concert:0.355,cello:0.091,association-football:0.062,car:0.057
J8cK,motorsport:0.394,racing:0.244,motorcycle:0.150,motorcycling:0.148,car:0.065
uTcK,car:0.430,airplane:0.249,motorsport:0.117,concert:0.105,disc-jockey:0.099
rAcK,concert:0.577,dance:0.194,association-football:0.098,video-game-console:0.071,mobile-phone:0.060
EgcK,hockey:0.608,hockey-puck:0.310,concert:0.043,skateboarding:0.022,food:0.017
35cK,concert:0.441,drawing:0.401,pet:0.066,dance:0.065,food:0.027
H5e6,car:0.525,motorsport:0.222,racing:0.095,association-football:0.080,sports-car:0.079
Fme6,skiing:0.418,snowboarding:0.310,ski:0.185,snowboard:0.070,outdoor-recreation:0.017
hTe6,dance:0.280,concert:0.197,racing:0.191,disc-jockey:0.187,food:0.146
lUe6,dance:0.695,concert:0.226,car:0.032,association-football:0.031,disc-jockey:0.015
3se6,car:0.627,sport-utility-vehicle:0.258,four-wheel-drive:0.054,hatchback:0.041,food:0.019
fPe6,car:0.752,sports-car:0.120,motorsport:0.047,pickup-truck:0.042,hatchback:0.039
qxe6,car:0.476,boat:0.267,dance:0.103,association-football:0.077,concert:0.077
QHe6,car:0.723,truck:0.147,dance:0.048,engine:0.042,pickup-truck:0.040
Obe6,car:0.523,sports-car:0.293,sedan:0.095,motorsport:0.049,coupé:0.041
Xve6,car:0.797,sports-car:0.092,sedan:0.043,acoustic-guitar:0.036,hatchback:0.032
CVHv,concert:0.638,car:0.181,video-game-console:0.076,mobile-phone:0.058,television:0.046
fPHv,car:0.423,motorsport:0.198,sports-car:0.165,racing:0.164,sedan:0.050
IKHv,food:0.502,cooking:0.231,dish:0.162,:0.061,dessert:0.044
PnHv,car:0.289,house:0.262,concert:0.202,pet:0.136,food:0.112
x0Hv,car:0.262,dance:0.249,association-football:0.240,food:0.132,mobile-phone:0.118
cpHv,train:0.345,railroad-car:0.330,train-station:0.200,locomotive:0.104,electric-locomotive:0.021
pcHv,concert:0.447,food:0.341,dance:0.085,mobile-phone:0.070,dish:0.057
2ZHv,dance:0.431,motorcycle:0.216,festival:0.189,car:0.104,motorcycling:0.060
YBHv,mobile-phone:0.399,smartphone:0.399,samsung-galaxy:0.091,iphone:0.089,tablet-computer:0.022
khHv,motorsport:0.273,hairstyle:0.201,concert:0.182,car:0.178,dance:0.166
Sse7,dance:0.613,parade:0.163,festival:0.093,marching-band:0.086,concert:0.046
WEe7,association-football:0.890,concert:0.064,dance:0.020,pet:0.014,car:0.012
iSe7,motorsport:0.314,car:0.256,four-wheel-drive:0.238,tractor:0.115,racing:0.077
zLe7,car:0.676,dashcam:0.093,driving:0.090,motorsport:0.073,sports-car:0.068
xZe7,tractor:0.430,food:0.287,car:0.148,farm:0.108,motorsport:0.028
Hle7,mobile-phone:0.382,smartphone:0.373,iphone:0.088,food:0.081,samsung-galaxy:0.075
DJe7,pet:0.468,food:0.149,aquarium:0.135,fish:0.127,dance:0.122
Z3e7,car:0.652,sport-utility-vehicle:0.138,sedan:0.137,four-wheel-drive:0.039,hatchback:0.035
Kke7,concert:0.249,motorcycle:0.222,cycling:0.191,bicycle:0.172,car:0.166
U1e7,dance:0.312,concert:0.275,association-football:0.163,car:0.146,food:0.104
bqe7,pet:0.621,cat:0.252,car:0.062,concert:0.056,food:0.009
LBe7,car:0.636,engine:0.155,concert:0.115,food:0.055,mobile-phone:0.039
Ave7,concert:0.499,sonic-the-hedgehog:0.141,mobile-phone:0.126,dance:0.125,association-football:0.109
LIHu,food:0.425,concert:0.190,pet:0.175,car:0.118,dance:0.093
V4Hu,food:0.365,mobile-phone:0.210,car:0.185,smartphone:0.139,concert:0.101
50Hu,basketball:0.576,slam-dunk:0.372,association-football:0.022,gymnastics:0.018,car:0.012
roHu,fish:0.332,pet:0.307,fishing:0.262,underwater-diving:0.072,concert:0.026
J3Hu,soldier:0.356,dance:0.210,car:0.186,concert:0.180,skateboarding:0.068
v0Hu,association-football:0.864,concert:0.043,rugby-football:0.042,motorsport:0.026,racing:0.024
o2Hu,food:0.274,cooking:0.258,dish:0.240,:0.132,vegetable:0.096
8YHu,truck:0.480,car:0.407,concert:0.063,food:0.025,train:0.024
slHu,food:0.477,car:0.193,cooking:0.182,concert:0.081,dish:0.067
KrHu,dance:0.855,concert:0.103,ballet:0.021,orchestra:0.012,car:0.009
YpJE,car:0.371,truck:0.170,four-wheel-drive:0.169,sport-utility-vehicle:0.161,pickup-truck:0.129
